name,game,description
Aurora Beam,"['Gold', 'Silver', 'Crystal']",An attack that may lower ATTACK.
Aurora Beam,"['Ruby', 'Sapphire', 'Emerald']",Fires a rainbow-colored beam that may lower ATTACK.
Aurora Beam,"['FireRed', 'LeafGreen']",A rainbow-colored attack beam. It may lower the foe’s ATTACK stat.
Aurora Beam,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat.
Aurora Beam,"['Black', 'White', 'Black 2', 'White 2']",The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
Aurora Beam,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
Aurora Beam,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
Aurora Beam,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
Aurora Beam,"['Scarlet', 'Violet']",The target is hit with a rainbow-colored beam. This may also lower the target’s Attack stat.
Aurora Veil,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",This move reduces damage from physical and special moves for five turns. This can be used only in a hailstorm.
Aurora Veil,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",This move reduces damage from physical and special moves for five turns. This can be used only in a hailstorm.
Aurora Veil,"['Scarlet', 'Violet']",This move reduces damage from physical and special moves for five turns. This can be used only when it is snowing.
Autotomize,"['Black', 'White', 'Black 2', 'White 2']",The user sheds part of its body to make itself lighter and sharply raise its Speed stat.
Autotomize,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user sheds part of its body to make itself lighter and sharply raise its Speed stat.
Autotomize,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user sheds part of its body to make itself lighter and sharply raise its Speed stat.
Autotomize,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user sheds part of its body to make itself lighter and sharply raise its Speed stat.
Autotomize,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Avalanche,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",An attack move that inflicts double the damage if the user has been hurt by the foe in the same turn.
Avalanche,"['Black', 'White', 'Black 2', 'White 2']",An attack move that inflicts double the damage if the user has been hurt by the target in the same turn.
Avalanche,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",An attack move that inflicts double the damage if the user has been hurt by the target in the same turn.
Avalanche,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The power of this attack move is doubled if the user has been hurt by the target in the same turn.
Avalanche,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The power of this attack move is doubled if the user has been hurt by the target in the same turn.
Avalanche,"['Scarlet', 'Violet']",This move’s power is doubled if the target has inflicted damage on the user in the same turn.
Axe Kick,"['Scarlet', 'Violet']","The user attacks by kicking up into the air and slamming its heel down upon the target. This may also confuse the target. If it misses, the user takes damage instead."
Baby-Doll Eyes,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user stares at the target with its baby-doll eyes, which lowers its Attack stat. This move always goes first."
Baby-Doll Eyes,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user stares at the target with its baby-doll eyes, which lowers its Attack stat. This move always goes first."
Baby-Doll Eyes,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user stares at the target with its baby-doll eyes, which lowers the target’s Attack stat. This move always goes first."
Baby-Doll Eyes,"['Scarlet', 'Violet']","The user stares at the target with its baby-doll eyes, which lowers the target’s Attack stat. This move always goes first."
Baddy Bad,"['L.G. Pikachu', 'L.G. Eevee']",The user acts bad and attacks the target. A wondrous wall of light is put up to weaken the power of the opposing Pokémon’s physical moves.
Baddy Bad,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Baddy Bad,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Baneful Bunker,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","In addition to protecting the user from attacks, this move also poisons any attacker that makes direct contact."
Baneful Bunker,"['Sword', 'Shield']","In addition to protecting the user from attacks, this move also poisons any attacker that makes direct contact."
Baneful Bunker,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Baneful Bunker,"['Scarlet', 'Violet']","In addition to protecting the user from attacks, this move also poisons any attacker that makes direct contact."
Barb Barrage,"['Scarlet', 'Violet']",The user launches countless toxic barbs to inflict damage. This may also poison the target. This move’s power is doubled if the target is already poisoned.
Barrage,"['Gold', 'Silver', 'Crystal']",Throws orbs to hit 2-5 times.
Barrage,"['Ruby', 'Sapphire', 'Emerald']",Hurls round objects at the foe 2 to 5 times.
Barrage,"['FireRed', 'LeafGreen']",Round objects are hurled at the foe to strike two to five times.
Barrage,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",Round objects are hurled at the foe to strike two to five times in a row. 
Barrage,"['Black', 'White', 'Black 2', 'White 2']",Round objects are hurled at the target to strike two to five times in a row.
Barrage,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Round objects are hurled at the target to strike two to five times in a row.
Barrage,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",Round objects are hurled at the target to strike two to five times in a row.
Barrage,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Barrage,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Barrier,"['Gold', 'Silver', 'Crystal']",Sharply increases user’s DEFENSE.
Barrier,"['Ruby', 'Sapphire', 'Emerald']",Creates a barrier that sharply raises DEFENSE.
Barrier,"['FireRed', 'LeafGreen']",The user creates a sturdy wall that sharply raises its DEFENSE stat.
Barrier,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user throws up a sturdy wall that sharply raises its Defense stat. 
Barrier,"['Black', 'White', 'Black 2', 'White 2']",The user throws up a sturdy wall that sharply raises its Defense stat.
Barrier,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user throws up a sturdy wall that sharply raises its Defense stat.
Barrier,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user throws up a sturdy wall that sharply raises its Defense stat.
Barrier,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Barrier,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Baton Pass,"['Gold', 'Silver', 'Crystal']",Switches while keeping effects.
Baton Pass,"['Ruby', 'Sapphire', 'Emerald']",Switches out the user while keeping effects in play.
Baton Pass,"['FireRed', 'LeafGreen']","The user switches out, passing along any stat changes to the new battler."
Baton Pass,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user switches places with a party Pokémon in waiting, passing along any stat changes."
Baton Pass,"['Black', 'White', 'Black 2', 'White 2']","The user switches places with a party Pokémon in waiting, passing along any stat changes."
Baton Pass,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user switches places with a party Pokémon in waiting and passes along any stat changes.
Baton Pass,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user switches places with a party Pokémon in waiting and passes along any stat changes.
Baton Pass,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user switches places with a party Pokémon in waiting and passes along any stat changes.
Baton Pass,"['Scarlet', 'Violet']",The user switches places with a party Pokémon in waiting and passes along any stat changes.
Beak Blast,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user first heats up its beak, and then it attacks the target. Making direct contact with the Pokémon while it’s heating up its beak results in a burn."
Beak Blast,"['Sword', 'Shield']","The user first heats up its beak, and then it attacks the target. Making direct contact with the Pokémon while it’s heating up its beak results in a burn."
Beak Blast,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Beak Blast,"['Scarlet', 'Violet']","The user first heats up its beak, and then it attacks the target. Making direct contact with the user while it’s heating up its beak results in a burn."
Beat Up,"['Gold', 'Silver', 'Crystal']",Party POKéMON join in the attack. 
Beat Up,"['Ruby', 'Sapphire', 'Emerald']",Summons party POKéMON to join in the attack.
Beat Up,"['FireRed', 'LeafGreen']","All party POKéMON join in the attack. The more allies, the more damage."
Beat Up,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user gets all the party Pokémon to attack the foe. The more party Pokémon, the more damage."
Beat Up,"['Black', 'White', 'Black 2', 'White 2']","The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks."
Beat Up,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks."
Beat Up,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks."
Beat Up,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks."
Beat Up,"['Scarlet', 'Violet']","The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks."
Behemoth Bash,"['Sword', 'Shield']",The user becomes a gigantic shield and slams into the target. This move deals twice the damage if the target is Dynamaxed.
Behemoth Bash,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Behemoth Bash,"['Scarlet', 'Violet']",The user becomes a gigantic shield and slams into the target. This move inflicts twice the damage if the target is Dynamaxed.
Behemoth Blade,"['Sword', 'Shield']",The user becomes a gigantic sword and cuts the target. This move deals twice the damage if the target is Dynamaxed.
Behemoth Blade,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Behemoth Blade,"['Scarlet', 'Violet']",The user becomes a gigantic sword and cuts the target. This move inflicts twice the damage if the target is Dynamaxed.
Belch,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
Belch,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
Belch,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
Belch,"['Scarlet', 'Violet']",The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
Belly Drum,"['Gold', 'Silver', 'Crystal']",Reduces own HP to maximize ATTACK.
Belly Drum,"['Ruby', 'Sapphire', 'Emerald']",Maximizes ATTACK while sacrificing HP.
Belly Drum,"['FireRed', 'LeafGreen']",The user maximizes its ATTACK stat at the cost of half its full HP.
Belly Drum,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user maximizes its Attack stat in exchange for HP equal to half its max HP.
Belly Drum,"['Black', 'White', 'Black 2', 'White 2']",The user maximizes its Attack stat in exchange for HP equal to half its max HP.
Belly Drum,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user maximizes its Attack stat in exchange for HP equal to half its max HP.
Belly Drum,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user maximizes its Attack stat in exchange for HP equal to half its max HP.
Belly Drum,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user maximizes its Attack stat in exchange for HP equal to half its max HP.
