ability,games,Description
Motor Drive,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts its Speed stat if hit by an Electric-type move instead of taking damage.
Motor Drive,"['Scarlet', 'Violet']","The Pokémon takes no damage when hit by Electric-type moves. Instead, its Speed stat is boosted."
Sharpness,"['Scarlet', 'Violet']",Powers up slicing moves.
Slow Start,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",Temporarily halves Attack and Speed.
Slow Start,"['Black', 'White', 'Black 2', 'White 2']",Temporarily halves Attack and Speed.
Slow Start,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Temporarily halves the Pokémon’s Attack and Speed stats.
Slow Start,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","For five turns, the Pokémon’s Attack and Speed stats are halved."
Slow Start,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","For five turns, the Pokémon’s Attack and Speed stats are halved."
Slow Start,"['Scarlet', 'Violet']","For five turns, the Pokémon’s Attack and Speed stats are halved."
Bad Dreams,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",Reduces a sleeping foe’s HP.
Bad Dreams,"['Black', 'White', 'Black 2', 'White 2']",Reduces a sleeping foe’s HP.
Bad Dreams,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Reduces the HP of sleeping opposing Pokémon.
Bad Dreams,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Reduces the HP of sleeping opposing Pokémon.
Bad Dreams,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Reduces the HP of sleeping opposing Pokémon.
Bad Dreams,"['Scarlet', 'Violet']",Damages opposing Pokémon that are asleep.
Multitype,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",Changes type to match the held Plate.
Multitype,"['Black', 'White', 'Black 2', 'White 2']",Changes type to match the held Plate.
Multitype,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Changes the Pokémon’s type to match the Plate it holds.
Multitype,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Changes the Pokémon’s type to match the Plate or Z-Crystal it holds.
Multitype,"['Sword', 'Shield']",Changes the Pokémon’s type to match the Plate or Z-Crystal it holds.
Multitype,"['B.Diamond', 'S.Pearl']",Changes the Pokémon’s type to match the Plate it holds.
Multitype,"['Scarlet', 'Violet']",Changes the Pokémon’s type to match the plate it holds.
Victory Star,"['Black', 'White', 'Black 2', 'White 2']",Boosts the accuracy of its allies and itself.
Victory Star,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Boosts the accuracy of its allies and itself.
Victory Star,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Boosts the accuracy of its allies and itself.
Victory Star,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts the accuracy of its allies and itself.
Victory Star,"['Scarlet', 'Violet']",Boosts the accuracy of the Pokémon and its allies.
Zen Mode,"['Black', 'White', 'Black 2', 'White 2']",Changes the Pokémon’s shape when HP is halved.
Zen Mode,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Changes the Pokémon’s shape when HP is half or less.
Zen Mode,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Changes the Pokémon’s shape when HP is half or less.
Zen Mode,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Changes the Pokémon’s shape when HP is half or less.
Zen Mode,"['Scarlet', 'Violet']",Changes the Pokémon’s shape when its HP drops to half or less.
Mummy,"['Black', 'White', 'Black 2', 'White 2']",Contact with this Pokémon spreads this Ability.
Mummy,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Contact with the Pokémon spreads this Ability.
Mummy,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Contact with the Pokémon changes the attacker’s Ability to Mummy.
Mummy,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Contact with the Pokémon changes the attacker’s Ability to Mummy.
Mummy,"['Scarlet', 'Violet']",Contact with the Pokémon changes the attacker’s Ability to Mummy.
Defeatist,"['Black', 'White', 'Black 2', 'White 2']",Lowers stats when HP becomes half or less.
Defeatist,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Lowers stats when HP becomes half or less.
Defeatist,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Halves the Pokémon’s Attack and Sp. Atk stats when its HP becomes half or less.
Defeatist,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Halves the Pokémon’s Attack and Sp. Atk stats when its HP becomes half or less.
Defeatist,"['Scarlet', 'Violet']",Halves the Pokémon’s Attack and Sp. Atk stats when its HP drops to half or less.
Illusion,"['Black', 'White', 'Black 2', 'White 2']",Comes out disguised as the Pokémon in back.
Illusion,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Comes out disguised as the Pokémon in the party’s last spot.
Illusion,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Comes out disguised as the Pokémon in the party’s last spot.
Illusion,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Comes out disguised as the Pokémon in the party’s last spot.
Illusion,"['Scarlet', 'Violet']",The Pokémon fools opponents by entering battle disguised as the last Pokémon in its Trainer’s party.
Iron Barbs,"['Black', 'White', 'Black 2', 'White 2']",Inflicts damage to the Pokémon on contact.
Iron Barbs,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Inflicts damage to the attacker on contact.
Iron Barbs,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Inflicts damage to the attacker on contact with iron barbs.
Iron Barbs,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Inflicts damage on the attacker upon contact with iron barbs.
Iron Barbs,"['Scarlet', 'Violet']",The Pokémon’s iron barbs damage the attacker if it makes direct contact.
Slush Rush,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Boosts the Pokémon’s Speed stat in a hailstorm.
Slush Rush,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts the Pokémon’s Speed stat in a hailstorm.
Slush Rush,"['Scarlet', 'Violet']",Boosts the Pokémon’s Speed stat in snow.
Turboblaze,"['Black', 'White', 'Black 2', 'White 2']",Moves can be used regardless of Abilities.
Turboblaze,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Moves can be used on the target regardless of its Abilities.
Turboblaze,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Moves can be used on the target regardless of its Abilities.
Turboblaze,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Moves can be used on the target regardless of its Abilities.
Turboblaze,"['Scarlet', 'Violet']",The Pokémon’s moves are unimpeded by the Ability of the target.
Teravolt,"['Black', 'White', 'Black 2', 'White 2']",Moves can be used regardless of Abilities.
Teravolt,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Moves can be used on the target regardless of its Abilities.
Teravolt,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Moves can be used on the target regardless of its Abilities.
Teravolt,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Moves can be used on the target regardless of its Abilities.
Teravolt,"['Scarlet', 'Violet']",The Pokémon’s moves are unimpeded by the Ability of the target.
Bulletproof,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Protects the Pokémon from some ball and bomb moves.
Bulletproof,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Protects the Pokémon from some ball and bomb moves.
Bulletproof,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Protects the Pokémon from some ball and bomb moves.
Bulletproof,"['Scarlet', 'Violet']",Protects the Pokémon from ball and bomb moves.
Magician,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The Pokémon steals the held item of a Pokémon it hits with a move.
Magician,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The Pokémon steals the held item of a Pokémon it hits with a move.
Magician,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon steals the held item of a Pokémon it hits with a move.
Magician,"['Scarlet', 'Violet']",The Pokémon steals the held item from any target it hits with a move.
Cheek Pouch,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Restores HP as well when the Pokémon eats a Berry.
Cheek Pouch,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Restores HP as well when the Pokémon eats a Berry.
Cheek Pouch,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Restores HP as well when the Pokémon eats a Berry.
Cheek Pouch,"['Scarlet', 'Violet']","The Pokémon’s HP is restored when it eats any Berry, in addition to the Berry’s usual effect."
Gale Wings,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Gives priority to Flying-type moves.
Gale Wings,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Gives priority to Flying-type moves when the Pokémon’s HP is full.
Gale Wings,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Gives priority to Flying-type moves when the Pokémon’s HP is full.
Gale Wings,"['Scarlet', 'Violet']",Gives priority to the Pokémon’s Flying-type moves while its HP is full.
Flower Veil,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Prevents lowering of ally Grass-type Pokémon’s stats.
Flower Veil,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.
Flower Veil,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.
Flower Veil,"['Scarlet', 'Violet']",Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.
Symbiosis,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The Pokémon can pass an item to an ally.
Symbiosis,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The Pokémon passes its item to an ally that has used up an item.
Symbiosis,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon passes its item to an ally that has used up an item.
Symbiosis,"['Scarlet', 'Violet']",The Pokémon passes its held item to an ally that has used up an item.
Grass Pelt,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Boosts the Defense stat in Grassy Terrain.
Grass Pelt,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Boosts the Pokémon’s Defense stat in Grassy Terrain.
Grass Pelt,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts the Pokémon’s Defense stat on Grassy Terrain.
Grass Pelt,"['Scarlet', 'Violet']",Boosts the Pokémon’s Defense stat on Grassy Terrain.
Fur Coat,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Halves damage from physical moves.
Fur Coat,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Halves the damage from physical moves.
Fur Coat,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Halves the damage from physical moves.
Fur Coat,"['Scarlet', 'Violet']",Halves the damage from physical moves.
Stance Change,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The Pokémon changes form depending on how it battles.
Stance Change,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The Pokémon changes its form to Blade Forme when it uses an attack move, and changes to Shield Forme when it uses King’s Shield."
Stance Change,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King’s Shield.
Stance Change,"['Scarlet', 'Violet']",The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King’s Shield.
Aroma Veil,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Protects allies from attacks that limit their move choices.
Aroma Veil,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Protects itself and its allies from attacks that limit their move choices.
Aroma Veil,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Protects itself and its allies from attacks that limit their move choices.
Aroma Veil,"['Scarlet', 'Violet']",Protects the Pokémon and its allies from effects that prevent the use of moves.
Sweet Veil,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Prevents itself and ally Pokémon from falling asleep.
Sweet Veil,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Prevents itself and ally Pokémon from falling asleep.
Sweet Veil,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Prevents itself and ally Pokémon from falling asleep.
Sweet Veil,"['Scarlet', 'Violet']",Prevents the Pokémon and its allies from falling asleep.
Tough Claws,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Powers up moves that make direct contact.
Tough Claws,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Powers up moves that make direct contact.
Tough Claws,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Powers up moves that make direct contact.
Tough Claws,"['Scarlet', 'Violet']",Powers up moves that make direct contact.
Mega Launcher,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Powers up aura and pulse moves.
Mega Launcher,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Powers up aura and pulse moves.
Mega Launcher,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Powers up aura and pulse moves.
Mega Launcher,"['Scarlet', 'Violet']",Powers up pulse moves.
Strong Jaw,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The Pokémon’s strong jaw gives it tremendous biting power.
Strong Jaw,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The Pokémon’s strong jaw boosts the power of its biting moves.
Strong Jaw,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon’s strong jaw boosts the power of its biting moves.
Strong Jaw,"['Scarlet', 'Violet']",The Pokémon’s strong jaw boosts the power of its biting moves.
Refrigerate,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Normal-type moves become Ice-type moves.
Refrigerate,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Normal-type moves become Ice-type moves. The power of those moves is boosted a little.
Refrigerate,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Normal-type moves become Ice-type moves. The power of those moves is boosted a little.
Refrigerate,"['Scarlet', 'Violet']",Normal-type moves become Ice-type moves. The power of those moves is boosted a little.
Pixilate,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Normal-type moves become Fairy-type moves.
Pixilate,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.
Pixilate,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.
Pixilate,"['Scarlet', 'Violet']",Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.
Gooey,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Contact with the Pokémon lowers the attacker’s Speed stat.
Gooey,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Contact with the Pokémon lowers the attacker’s Speed stat.
Gooey,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Contact with the Pokémon lowers the attacker’s Speed stat.
Gooey,"['Scarlet', 'Violet']",Contact with the Pokémon lowers the attacker’s Speed stat.
Fairy Aura,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Powers up each Pokémon’s Fairy-type moves.
Fairy Aura,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Powers up each Pokémon’s Fairy-type moves.
Fairy Aura,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Powers up each Pokémon’s Fairy-type moves.
Fairy Aura,"['Scarlet', 'Violet']",Powers up the Fairy-type moves of all Pokémon on the field.
Dark Aura,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Powers up each Pokémon’s Dark-type moves.
Dark Aura,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Powers up each Pokémon’s Dark-type moves.
Dark Aura,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Powers up each Pokémon’s Dark-type moves.
Dark Aura,"['Scarlet', 'Violet']",Powers up the Dark-type moves of all Pokémon on the field.
Aura Break,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The effects of “Aura” Abilities are reversed.
Aura Break,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The effects of “Aura” Abilities are reversed to lower the power of affected moves.
Aura Break,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The effects of “Aura” Abilities are reversed to lower the power of affected moves.
Aura Break,"['Scarlet', 'Violet']",The effects of “Aura” Abilities are reversed to lower the power of affected moves.
Power Construct,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.
Power Construct,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.
Power Construct,"['Scarlet', 'Violet']","Cells gather to aid the Pokémon when its HP drops to half or less, causing it to change into its Complete Forme."
Long Reach,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The Pokémon uses its moves without making contact with the target.
Long Reach,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon uses its moves without making contact with the target.
Long Reach,"['Scarlet', 'Violet']",The Pokémon uses its moves without making contact with the target.
Liquid Voice,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",All sound-based moves become Water-type moves.
Liquid Voice,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",All sound-based moves become Water-type moves.
Liquid Voice,"['Scarlet', 'Violet']",Sound-based moves become Water-type moves.
Stakeout,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Doubles the damage dealt to the target’s replacement if the target switches out.
Stakeout,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Doubles the damage dealt to the target’s replacement if the target switches out.
Stakeout,"['Scarlet', 'Violet']",Doubles the damage dealt to a target that has just switched into battle.
Battery,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Powers up ally Pokémon’s special moves.
Battery,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Powers up ally Pokémon’s special moves.
Battery,"['Scarlet', 'Violet']",Powers up ally Pokémon’s special moves.
Dancer,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed."
Dancer,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed."
Dancer,"['Scarlet', 'Violet']","Whenever a dance move is used in battle, the Pokémon will copy the user to immediately perform that dance move itself."
Schooling,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low."
Schooling,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low."
Schooling,"['Scarlet', 'Violet']","When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low."
Merciless,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The Pokémon’s attacks become critical hits if the target is poisoned.
Merciless,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon’s attacks become critical hits if the target is poisoned.
Merciless,"['Scarlet', 'Violet']",The Pokémon’s attacks become critical hits if the target is poisoned.
Stamina,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Boosts the Defense stat when hit by an attack.
Stamina,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts the Defense stat when hit by an attack.
Stamina,"['Scarlet', 'Violet']",Boosts the Defense stat when the Pokémon is hit by an attack.
Water Bubble,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.
Water Bubble,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.
Water Bubble,"['Scarlet', 'Violet']",Lowers the power of Fire-type moves that hit the Pokémon and prevents it from being burned.
Corrosion,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The Pokémon can poison the target even if it’s a Steel or Poison type.
Corrosion,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon can poison the target even if it’s a Steel or Poison type.
Corrosion,"['Scarlet', 'Violet']",The Pokémon can poison the target even if it’s a Steel or Poison type.
Fluffy,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves."
Fluffy,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves."
Fluffy,"['Scarlet', 'Violet']","Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves."
Queenly Majesty,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Its majesty pressures the opposing Pokémon, making it unable to attack using priority moves."
Queenly Majesty,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","Its majesty pressures the opposing Pokémon, making it unable to attack using priority moves."
Queenly Majesty,"['Scarlet', 'Violet']",The Pokémon’s majesty pressures opponents and makes them unable to use priority moves against the Pokémon or its allies.
Triage,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Gives priority to a healing move.
Triage,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Gives priority to a healing move.
Triage,"['Scarlet', 'Violet']",Gives priority to the Pokémon’s healing moves.
Receiver,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The Pokémon copies the Ability of a defeated ally.
Receiver,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon copies the Ability of a defeated ally.
Receiver,"['Scarlet', 'Violet']",The Pokémon copies the Ability of a defeated ally.
Wimp Out,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The Pokémon cowardly switches out when its HP becomes half or less.
Wimp Out,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The Pokémon cowardly switches out when its HP becomes half or less.
Wimp Out,"['Scarlet', 'Violet']",The Pokémon cowardly switches out when its HP drops to half or less.
Emergency Exit,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The Pokémon, sensing danger, switches out when its HP becomes half or less."
Emergency Exit,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The Pokémon, sensing danger, switches out when its HP becomes half or less."
Emergency Exit,"['Scarlet', 'Violet']","The Pokémon, sensing danger, switches out when its HP drops to half or less."
Water Compaction,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Boosts the Pokémon’s Defense stat sharply when hit by a Water-type move.
Water Compaction,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts the Pokémon’s Defense stat sharply when hit by a Water-type move.
Water Compaction,"['Scarlet', 'Violet']",Boosts the Defense stat sharply when the Pokémon is hit by a Water-type move.
Innards Out,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Damages the attacker landing the finishing hit by the amount equal to its last HP.
Innards Out,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Damages the attacker landing the finishing hit by the amount equal to its last HP.
Innards Out,"['Scarlet', 'Violet']","When the Pokémon is knocked out, it damages its attacker by the amount equal to the HP it had left before it was hit."
RKS System,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Changes the Pokémon’s type to match the memory disc it holds.
RKS System,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Changes the Pokémon’s type to match the memory disc it holds.
RKS System,"['Scarlet', 'Violet']",Changes the Pokémon’s type to match the memory disc it holds.
Shields Down,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","When its HP becomes half or less, the Pokémon’s shell breaks and it becomes aggressive."
Shields Down,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","When its HP becomes half or less, the Pokémon’s shell breaks and it becomes aggressive."
Shields Down,"['Scarlet', 'Violet']","When its HP drops to half or less, the Pokémon’s shell breaks and it becomes aggressive."
Comatose,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",It’s always drowsing and will never wake up. It can attack without waking up.
Comatose,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",It’s always drowsing and will never wake up. It can attack without waking up.
Comatose,"['Scarlet', 'Violet']",The Pokémon is always drowsing and will never wake up. It can attack while in its sleeping state.
Disguise,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Once per battle, the shroud that covers the Pokémon can protect it from an attack."
Disguise,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","Once per battle, the shroud that covers the Pokémon can protect it from an attack."
Disguise,"['Scarlet', 'Violet']","Once per battle, the shroud that covers the Pokémon can protect it from an attack."
Dazzling,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Surprises the opposing Pokémon, making it unable to attack using priority moves."
Dazzling,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","Surprises the opposing Pokémon, making it unable to attack using priority moves."
Dazzling,"['Scarlet', 'Violet']","The Pokémon dazzles its opponents, making them unable to use priority moves against the Pokémon or its allies."
Berserk,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Boosts the Pokémon’s Sp. Atk stat when it takes a hit that causes its HP to become half or less.
Berserk,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Boosts the Pokémon’s Sp. Atk stat when it takes a hit that causes its HP to become half or less.
Berserk,"['Scarlet', 'Violet']",Boosts the Pokémon’s Sp. Atk stat when it takes a hit that causes its HP to drop to half or less.
Steelworker,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Powers up Steel-type moves.
Steelworker,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Powers up Steel-type moves.
Steelworker,"['Scarlet', 'Violet']",Powers up Steel-type moves.
Electric Surge,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Turns the ground into Electric Terrain when the Pokémon enters a battle.
Electric Surge,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Turns the ground into Electric Terrain when the Pokémon enters a battle.
Electric Surge,"['Scarlet', 'Violet']",Turns the ground into Electric Terrain when the Pokémon enters a battle.
Psychic Surge,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Turns the ground into Psychic Terrain when the Pokémon enters a battle.
Psychic Surge,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Turns the ground into Psychic Terrain when the Pokémon enters a battle.
Psychic Surge,"['Scarlet', 'Violet']",Turns the ground into Psychic Terrain when the Pokémon enters a battle.
Grassy Surge,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Turns the ground into Grassy Terrain when the Pokémon enters a battle.
Grassy Surge,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Turns the ground into Grassy Terrain when the Pokémon enters a battle.
Grassy Surge,"['Scarlet', 'Violet']",Turns the ground into Grassy Terrain when the Pokémon enters a battle.
Misty Surge,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Turns the ground into Misty Terrain when the Pokémon enters a battle.
Misty Surge,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Turns the ground into Misty Terrain when the Pokémon enters a battle.
Misty Surge,"['Scarlet', 'Violet']",Turns the ground into Misty Terrain when the Pokémon enters a battle.
Full Metal Body,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Prevents other Pokémon’s moves or Abilities from lowering the Pokémon’s stats.
Full Metal Body,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Prevents other Pokémon’s moves or Abilities from lowering the Pokémon’s stats.
Full Metal Body,"['Scarlet', 'Violet']",Prevents other Pokémon’s moves or Abilities from lowering the Pokémon’s stats.
Shadow Shield,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",Reduces the amount of damage the Pokémon takes while its HP is full.
